src_id,src_fragment,src_label,relation,dst_id,dst_fragment,dst_label,confidence,evidence,note
tool:ghidra,tool,Ghidra 12.1.2 headless + ExtractJNI.java (evidence_ghidra.zip),corroborates_absent_jni_names,so:libengine.so,libengine,libengine.so,proven,"05_RegisterNatives_xrefs.txt says (symbol not found) and 06_Java_strings.txt holds 0 lines: Ghidra's own symbol and string searches find no JNI name either, which is the same fact we report from 48 exact-byte searches",
tool:ghidra,tool,Ghidra 12.1.2 headless + ExtractJNI.java (evidence_ghidra.zip),independently_fails_on_the_constructors,so:libengine.so#.init_array,libengine,libengine.so:.init_array,proven,"0 of 44 constructors decompiled ({'timeout': 37, 'no function': 7}), 7 unreachable blocks and 10 jumptable failures inside JNI_OnLoad, plus 2,278 LSDACallSiteTable parse errors in the log - an independent tool failing on exactly the code we flag as obfuscated",
tool:ghidra,tool,Ghidra 12.1.2 headless + ExtractJNI.java (evidence_ghidra.zip),reconciles_the_strings_difference,so:libengine.so,libengine,libengine.so,proven,"the artifact's `strings -n 8` holds 886 runs, our scan finds 885; 0 artifact run(s) are missing from ours, and the remainder of the difference is TAB: GNU strings counts 0x09 as printable, our [0x20-0x7e] scan does not, so it reports 6 runs we split",the same TAB effect explains the Dart-side string-count difference
tool:blutter,tool,blutter 1.4.0 Dart AOT object-pool dump (evidence_results.zip),analysed,so:libapp.so,libapp,libapp.so,proven,"pp.txt (18,786 pool entries, 3,623 distinct strings), objs.txt (19,568 lines), asm/ (672 files), blutter_frida.js (210,024 bytes)",
tool:blutter,tool,blutter 1.4.0 Dart AOT object-pool dump (evidence_results.zip),corroborates_dart_strings,so:libapp.so,libapp,libapp.so,proven,"of the 27 strings our byte scan extracted, 15 are exact object-pool entries, 10 occur inside a longer pool string and 2 are not pool objects at all - the pool gives a second coordinate (pp+0x...) for the same bytes",
tool:blutter,tool,blutter 1.4.0 Dart AOT object-pool dump (evidence_results.zip),corroborates_endpoint,dart:https://rest.snakeseller.com/api/request/,libapp,https://rest.snakeseller.com/api/request/,proven,pool-exact at pp+0x139d8 while our scan has it at libapp.so+0x43fe5 - the same string in two coordinate systems,
tool:blutter,tool,blutter 1.4.0 Dart AOT object-pool dump (evidence_results.zip),corroborates_endpoint,dart:https://www.snakeengine.com/topup/,libapp,https://www.snakeengine.com/topup/,proven,pool-exact at pp+0x17790 while our scan has it at libapp.so+0x3d50e - the same string in two coordinate systems,
tool:blutter,tool,blutter 1.4.0 Dart AOT object-pool dump (evidence_results.zip),corroborates_identity,dart:com.snake,libapp,com.snake referenced by the Dart snapshot,proven,"'com.snake' is a pool object at pp+0xe458, a raw byte run at libapp.so+0x3bd3a and the manifest package - three unrelated sources for one identifier",
dart:helperError,libapp,helperError,reclassified_as_framework_text,framework:_WF-enum,libapp,Flutter InputDecorator enum (blutter's obfuscated Obj!_WF),proven,"blutter: enum member 0 of 11 in Obj!_WF (siblings: helperError, icon, input, prefixIcon, suffixIcon, prefix, suffix, label, hint, counter, container). It is not an app identifier and not an error code of the dex native-helper surface; the substring 'helper' in 'helperError' was a false positive",
dart:pool:/proc/self/maps,libapp,'/proc/self/maps' in the Dart object pool,embedded_in,so:libapp.so,libapp,libapp.so,proven,object-pool entry at pp+0xe448,
tool:blutter,tool,blutter 1.4.0 Dart AOT object-pool dump (evidence_results.zip),reveals_self_inspection,dart:pool:/proc/self/maps,libapp,'/proc/self/maps' in the Dart object pool,proven,the pool holds the path Dart code would read to enumerate its own loaded libraries,
dart:pool:maps-regex,libapp,regex that parses a /proc/self/maps line,embedded_in,so:libapp.so,libapp,libapp.so,proven,object-pool entry at pp+0xe460,
dart:pool:/proc/self/maps,libapp,'/proc/self/maps' in the Dart object pool,parsed_by,dart:pool:maps-regex,libapp,regex that parses a /proc/self/maps line,probable,"pool slots pp+0xe448 and pp+0xe460 are 3 slots apart, and the package name 'com.snake' sits between them (adjacency only - blutter's asm/ output does not cover this closure, so there is no cross-reference)","pool adjacency is reported as adjacency, never as a call graph"
dart:pool:/proc/self/maps,libapp,'/proc/self/maps' in the Dart object pool,same_theme_as_native_imports,so:libengine.so,libengine,libengine.so,probable,"libengine.so imports __system_property_get, dl_iterate_phdr, prctl, process_vm_readv - the native half of the same self-inspection/anti-tamper theme the Dart pool shows. Nothing proves the two talk to each other: no cross-library reference exists in either direction","thematic parallel, not a call path"
dart:closure:_pfc@379,libapp,"[closure] Future<dynamic> _pfc(dynamic, MethodCall) {",embedded_in,so:libapp.so,libapp,libapp.so,proven,blutter disassembled it from output/blutter/asm/Ieg.dart:379 (class _dX),
dart:closure:_pfc@379,libapp,"[closure] Future<dynamic> _pfc(dynamic, MethodCall) {",probable_handler_for_native_class,dex:Lcom/snake/helper/Native;,dex,Lcom/snake/helper/Native;,probable,"a Dart closure whose signature takes a MethodCall ([closure] Future<dynamic> _pfc(dynamic, MethodCall) {) and a dex class declaring ACC_NATIVE methods (Lcom/snake/helper/Native;, Lcom/snake/helper/flagger;) are the two halves a platform channel needs; no string ties them together, because the channel name is not in the pool",hypothesis: needs a runtime capture to confirm the channel name
dart:closure:_cec@468,libapp,"[closure] Future<bool> _cec(dynamic, MethodCall) {",embedded_in,so:libapp.so,libapp,libapp.so,proven,blutter disassembled it from output/blutter/asm/Ieg.dart:468 (class _hX),
dart:closure:_cec@468,libapp,"[closure] Future<bool> _cec(dynamic, MethodCall) {",probable_handler_for_native_class,dex:Lcom/snake/helper/Native;,dex,Lcom/snake/helper/Native;,probable,"a Dart closure whose signature takes a MethodCall ([closure] Future<bool> _cec(dynamic, MethodCall) {) and a dex class declaring ACC_NATIVE methods (Lcom/snake/helper/Native;, Lcom/snake/helper/flagger;) are the two halves a platform channel needs; no string ties them together, because the channel name is not in the pool",hypothesis: needs a runtime capture to confirm the channel name
dart:closure:_eec@471,libapp,"[closure] Future<dynamic> _eec(dynamic, MethodCall) {",embedded_in,so:libapp.so,libapp,libapp.so,proven,blutter disassembled it from output/blutter/asm/Ieg.dart:471 (class _hX),
dart:closure:_eec@471,libapp,"[closure] Future<dynamic> _eec(dynamic, MethodCall) {",probable_handler_for_native_class,dex:Lcom/snake/helper/Native;,dex,Lcom/snake/helper/Native;,probable,"a Dart closure whose signature takes a MethodCall ([closure] Future<dynamic> _eec(dynamic, MethodCall) {) and a dex class declaring ACC_NATIVE methods (Lcom/snake/helper/Native;, Lcom/snake/helper/flagger;) are the two halves a platform channel needs; no string ties them together, because the channel name is not in the pool",hypothesis: needs a runtime capture to confirm the channel name
dart:https://apkpure.com/search?q=,libapp,https://apkpure.com/search?q=,stored_as_regex_pattern,dart:pool:https://apkpure.com/search\?q=,libapp,https://apkpure.com/search\?q=,proven,"the pool holds 'https://apkpure.com/search\\?q=' at pp+0x178b0 - the '?' is regex-escaped, so the Dart side keeps this as a pattern to match, not as a link to open",
dart:https://play.google.com/store/apps/details?id=,libapp,https://play.google.com/store/apps/details?id=,stored_as_regex_pattern,dart:pool:https://play.google.com/store/apps/details\?id=,libapp,https://play.google.com/store/apps/details\?id=,proven,"the pool holds 'https://play.google.com/store/apps/details\\?id=' at pp+0x178b8 - the '?' is regex-escaped, so the Dart side keeps this as a pattern to match, not as a link to open",
dart:https://api.flutter.dev/flutter/dart-ui/ChannelBuffers-class.html,libapp,https://api.flutter.dev/flutter/dart-ui/ChannelBuffers-class.html,embedded_in,so:libapp.so,libapp,libapp.so,proven,ASCII run at libapp.so+0x3ea1c,
dart:https://api.flutter.dev/flutter/dart-ui/ChannelBuffers-class.html,libapp,https://api.flutter.dev/flutter/dart-ui/ChannelBuffers-class.html,is_framework_documentation_text,so:libflutter.so,libflutter,libflutter.so,strong,"the pool holds this URL only inside Flutter's own message ' channel was discarded before it could be handled.\\nThis happens when ' (pp+0x408), so it is framework documentation, not an app endpoint",F5's category 'url' does not by itself mean app-controlled
dart:https://api.flutter.dev/flutter/material/Scaffold/of.html,libapp,https://api.flutter.dev/flutter/material/Scaffold/of.html,embedded_in,so:libapp.so,libapp,libapp.so,proven,ASCII run at libapp.so+0x34eaf,
dart:https://api.flutter.dev/flutter/material/Scaffold/of.html,libapp,https://api.flutter.dev/flutter/material/Scaffold/of.html,is_framework_documentation_text,so:libflutter.so,libflutter,libflutter.so,strong,"the pool holds this URL only inside Flutter's own message ' channel was discarded before it could be handled.\\nThis happens when ' (pp+0x408), so it is framework documentation, not an app endpoint",F5's category 'url' does not by itself mean app-controlled
dart:https://flutter.dev/docs/release/breaking-changes/network-policy-ios-android.,libapp,https://flutter.dev/docs/release/breaking-changes/network-policy-ios-android.,embedded_in,so:libapp.so,libapp,libapp.so,proven,ASCII run at libapp.so+0x49149,
dart:https://flutter.dev/docs/release/breaking-changes/network-policy-ios-android.,libapp,https://flutter.dev/docs/release/breaking-changes/network-policy-ios-android.,is_framework_documentation_text,so:libflutter.so,libflutter,libflutter.so,strong,"the pool holds this URL only inside Flutter's own message '\\"" is not supported by the platform. Refer to https://flutter.dev/docs' (pp+0x130), so it is framework documentation, not an app endpoint",F5's category 'url' does not by itself mean app-controlled
dart:pool:version-lock,libapp,This game version is not supported. please install other version . from * to #,embedded_in,so:libapp.so,libapp,libapp.so,proven,"2 app-specific pool strings about an unsupported/unofficial version, at pp+0x112e0, pp+0x11310",
dart:pool:version-lock,libapp,This game version is not supported. please install other version . from * to #,candidate_purpose_for_uncalled_natives,dex:Lcom/snake/helper/flagger;->na()V,dex,Lcom/snake/helper/flagger;->na()V,candidate,"the Dart side tells the user the installed version is unsupported while the native side declares 2 flagger natives that no dex code path calls - a plausible pair, with no evidence connecting them",hypothesis only: recorded so a runtime capture can confirm or kill it
tool:blutter,tool,blutter 1.4.0 Dart AOT object-pool dump (evidence_results.zip),confirms_snapshot_version,so:libapp.so#snapshot-version:80a49c7111088100a233b2ae788e1f48,libapp,Dart snapshot version 80a49c7111088100a233b2ae788e1f48,proven,"blutter_build.log (a member of the same zip) ends with 'Dart version: 3.5.4, Snapshot: 80a49c7111088100a233b2ae788e1f48, Target: android arm64' and the feature string 'product no-code_comments dwarf_stack_traces_mode...' - the same 32 hex bytes we read out of libapp.so at 0x214, 0x40d4",
tool:blutter,tool,blutter 1.4.0 Dart AOT object-pool dump (evidence_results.zip),confirms_snapshot_version,so:libflutter.so#snapshot-version:80a49c7111088100a233b2ae788e1f48,libflutter,Dart snapshot version 80a49c7111088100a233b2ae788e1f48,proven,"blutter_build.log (a member of the same zip) ends with 'Dart version: 3.5.4, Snapshot: 80a49c7111088100a233b2ae788e1f48, Target: android arm64' and the feature string 'product no-code_comments dwarf_stack_traces_mode...' - and the same bytes we found in libflutter.so at 0x1eafd4",
